목록키,목록유형,목록명,파일데이터명,분류체계,제공기관코드,제공기관,관리 부서명,관리부서 전화번호,보유근거,수집방법,업데이트 주기,차기 등록 예정일,매체유형,전체행,확장자(데이터포맷),키워드,다운로드_활용신청건수,등록일,수정일,데이터 한계,제공형태,설명,기타 유의사항,공간범위,시간범위,비용부과유무,비용부과기준 및 단위,이용허락범위,API 유형,신청가능 트래픽,심의 유형,조회수,목록 URL,국가중점여부,표준데이터여부
15000700,FILE,충청남도 서산시_약국현황,충청남도 서산시_약국현황_20250411,보건의료 - 보건의료,4530000,충청남도 서산시,스마트정보과,`0416603183,-,-,연간,2026-04-11,텍스트,81,csv,"약국,약품,한약,의약품정보,보건의료시설",1387,2013-11-19,2025-06-20,-,공공데이터포털에서 다운로드(원문파일등록),"이 데이터는 서산시 관내에서 운영 중인 약국 정보를 제공하는 공공자료이다. 항목은 약국명칭, 약국전화번호, 약국소재지로 구성되며, 시민의 의약품 접근성 향상과 보건서비스 이용 안내를 목적으로 한다. 약국명칭은 약국의 정식 상호이며, 전화번호는 상담 및 문의를 위한 연락처이다. 약국소재지는 행정구역을 기준으로 한 위치 정보를 의미한다. 본 자료는 보건시설 분포 파악, 응급약국 안내, 공공의료정책 수립, 위치기반 서비스 제공 등 다양한 분야에 활용된다. 시민은 이를 통해 가까운 약국을 신속히 찾을 수 있으며, 건강정보 앱이나 행정 포털과의 연계에도 유용하다.",-,-,-,무료,건 ,이용허락범위 제한 없음,-,-,-,3792,https://www.data.go.kr/data/15000700/fileData.do,N,N
15000735,FILE,경기도 용인시_도서관 전자책(e_book) 현황,경기도 용인시_도서관 전자책(e_book) 현황_20251120,교육 - 평생·직업교육,4050000,경기도 용인시,도서관사업소 도서관정책과,`03161931232,-,-,반기,2026-05-20,텍스트,23646,csv,"도서관,전자책,자료현황,도서관서비스,도서정보,저자명,발행년도",1042,2016-09-21,2025-11-21,-,공공데이터포털에서 다운로드(원문파일등록),"본 데이터는 경기도 용인시에서 운영하는 공공도서관의 전자책(e-book) 보유 현황을 체계적으로 제공한다. 전자책 도서명, 저자, 발행자, 발행연도, 구분, 데이터 기준일의 항목으로 구성되어 있다. 이를 통해 용인시 전자책 서비스 제공 현황과 자원 분포, 이용 추세를 한눈에 파악할 수 있다. 데이터는 전자책 대출 및 열람 현황 분석, 도서관 서비스 개선, 자료구입 및 운영정책 수립, 이용자 맞춤형 서비스 기획 등에 활용할 수 있다. 시민, 도서관 관리자, 연구자 등 다양한 이용자의 정보 이해도와 접근성을 높이고자 하며, 최신 현황을 반영하여 정기적으로 갱신된다. 공공데이터 개방을 통해 정보 투명성과 활용성을 높이고, 지역 독서문화 진흥 및 스마트 도서관 서비스 확대에 기여하는 것을 목표로 한다.",-,-,-,무료,건 ,이용허락범위 제한 없음,-,-,-,6383,https://www.data.go.kr/data/15000735/fileData.do,N,N
15000753,FILE,경기도 성남시_노인지회_현황,경기도 성남시_노인지회_현황_20250605,사회복지 - 노인·청소년,3780000,경기도 성남시,정책기획과,`03115773100,-,-,연간,2026-06-05,텍스트,3,csv,"경로당,노인,지회,대한노인,노인복지,지역조직",1280,2020-02-12,2025-06-05,-,공공데이터포털에서 다운로드(원문파일등록),"성남시 내 노인지회 현황에 대한 데이터로, 소재지,노인수,회원수,경로당수,전화번호 등의 항목으로 구성되어 있습니다. 성남시에는 어르신들의 권익 증진과 사회 참여를 지원하기 위해 대한노인회 산하의 성남시지회와 구별(수정구·중원구·분당구) 분회 조직이 구성되어 활발히 운영되고 있다. 대한노인회 성남시지회는 각 구에 위치한 분회 및 다수의 경로당과 협력하여 지역 내 노인의 사회활동, 여가, 복지사업을 지원하며, 회원 수는 수천 명 규모에 달한다. 지회는 노인의 자원봉사, 평생교육, 건강증진 프로그램 등을 기획·운영하며, 지역 행사 참여와 세대통합 활동도 주관한다.",-,-,-,무료,건 ,이용허락범위 제한 없음,-,-,-,3636,https://www.data.go.kr/data/15000753/fileData.do,N,N
15000783,FILE,경기도 성남시_어디서나민원_취급종류,경기도 성남시_어디서나민원_취급종류_20260127,공공행정 - 일반행정,3780000,경기도 성남시,정책기획과,`03115773100,-,-,연간,2027-01-31,텍스트,129,csv,"증명민원,신고민원,발급민원,정부24,민원서류,증명서",1269,2018-10-11,2026-01-27,-,공공데이터포털에서 다운로드(원문파일등록),"경기도 성남시 어디서나민원 취급종류에 대한 데이터로,  어디서나민원의취급종류(소관부처,민원코드,민원명,신청방법 등)의 항목을 제공합니다. 성남시 어디서나민원 취급종류 자료는 시민들이 전국 어디서든 민원서류를 신청하고 교부받을 수 있도록 지원하는 ‘어디서나민원’ 제도의 처리 가능 항목을 정리한 자료입니다. 이 자료에는 소관부처(교육부, 국방부, 행정안전부 등), 민원명(대학교 성적증명, 지방세 납세증명 등), 신청방법(전화, 방문, 정부24) 등의 항목을 포함하고 있습니다. 신청은 정부24 또는 가까운 행정복지센터에서 가능하며, 일부 민원은 전화 접수도 지원됩니다. 데이터는 연간주기로 업데이트 되어 정보를 반영하며 CSV형식, 오픈API 형식으로 제공됩니다. 제공데이터중 미수집 항목은 공란으로 처리됩니다.<br/>",비고란은 참고사항으로 공란이 존재합니다.,-,-,무료,건 ,이용허락범위 제한 없음,-,-,-,3233,https://www.data.go.kr/data/15000783/fileData.do,N,N
15000788,FILE,경기도 성남시_학교_체육시설_현황,경기도 성남시_학교_체육시설_현황_20250529,문화관광 - 체육,3780000,경기도 성남시,정책기획과,`03115773100,-,-,연간,2026-05-29,텍스트,149,csv,"체육관,운동장,학교시설,교육시설,공공체육,체육공간",3107,2017-06-13,2025-05-29,-,공공데이터포털에서 다운로드(원문파일등록),"성남시내 학교체육시설에 대한 자료이며, 학교명, 시설종류, 학교위치, 설치년도 등의 항목으로 구성되어 있습니다<br/> ※ 학교 체육시설과 관련한 세부사항은 경기도 성남교육지원청(780-2500)으로 문의해주시기 바랍니다<br/>성남시 학교 체육시설 현황 데이터는 관내 초·중·고등학교가 보유한 체육 관련 시설의 종류 등을 종합적으로 정리한 자료로, 공공 체육 인프라의 실태를 파악하고 지역사회 활용도를 높이기 위한 기초자료로 활용됩니다. 이 데이터에는 학교명, 소재지, 시설 종류(운동장, 체육관, 배드민턴장 등)의 정보가 포함됩니다. .",-,-,-,무료,건 ,이용허락범위 제한 없음,-,-,-,5234,https://www.data.go.kr/data/15000788/fileData.do,N,N
15000796,FILE,경기도 성남시_공동주택현황,경기도 성남시_공동주택현황_20250705,공공행정 - 일반행정,3780000,경기도 성남시,정책기획과,`03115773100,-,-,연간,2026-07-06,텍스트,429,csv,"연립주택,공동주택,아파트,다세대,공동주거,주택단지",2983,2019-09-10,2025-07-25,-,공공데이터포털에서 다운로드(원문파일등록),"성남시내 공동주택에 대한 주소/단지명/동수/세대수관리사무소 정보입니다.<br/>※ 해당 자료는 의무관리대상 및 비의무관리대상 공동주택을 모두 포함하고 있으며, 의무관리대상 공동주택에 대한 상세정보는 공동주택관리정보시스템(국토교통부)에서 확인 가능합니다.<br/>공동주택현황 데이터는 특정 지역 내 아파트, 연립주택, 다세대주택 등 공동주택의 유형별 분포 등 물리적 특성과 행정 정보를 포함한 자료입니다. 특히 주택정책 수립, 도시계획, 재건축·재개발 검토, 주택시장 분석, 공공서비스 인프라 설계에 필수적인 기초 자료로 쓰입니다. 데이터는 엑셀 형태로 제공됩니다.",미수집 데이터 존재(공란으로 처리),-,-,무료,건 ,이용허락범위 제한 없음,-,-,-,8478,https://www.data.go.kr/data/15000796/fileData.do,N,N
15000807,FILE,충청남도 서산시_재가장기요양기관,충청남도 서산시_재가장기요양기관_20250418,사회복지 - 노인·청소년,4530000,충청남도 서산시,스마트정보과,`0416603183,-,-,연간,2026-04-18,텍스트,102,csv,"노인,복지,요양서비스,방문요양,주야간보호",1650,2013-12-10,2025-06-20,-,공공데이터포털에서 다운로드(원문파일등록),"이 데이터는 충청남도 서산시에서 운영 중인 재가장기요양기관 현황을 정리한 공공자료이다. 항목은 기관명, 급여종류, 기관주소, 기관전화번호로 구성된다. 기관명은 장기요양서비스를 제공하는 기관 명칭이며, 급여종류는 주야간보호, 방문요양, 방문목욕 등 서비스 형태를 의미한다. 기관주소는 위치 정보, 기관전화번호는 이용자 문의를 위한 연락처이다. 본 자료는 장기요양 대상자 및 가족이 요양기관을 선택하는 데 도움이 되며, 수요 분석, 정책 수립, 민원 대응 등 행정업무에 활용된다. 데이터는 서산시청에서 수집·관리하고 최신 정보를 반영하여 정기적으로 갱신된다. 시민이 지역 내 장기요양기관 현황을 쉽고 빠르게 확인하고 활용할 수 있도록 제공된다.",-,-,-,무료,건 ,이용허락범위 제한 없음,-,-,-,4759,https://www.data.go.kr/data/15000807/fileData.do,N,N
15000808,FILE,충청남도 서산시_노인의료복지시설,충청남도 서산시_노인의료복지시설_20250418,사회복지 - 노인·청소년,4530000,충청남도 서산시,경로장애인과,`0416602348,-,-,연간,2026-04-18,텍스트,28,csv,"노인병원,병원,요양병원,요양시설,복지인프라",1184,2016-04-12,2025-06-20,-,공공데이터포털에서 다운로드(원문파일등록),"충청남도 서산시에서 제공하는 본 데이터는 관내 노인의료복지시설의 기본 현황을 정리한 자료이다. 항목은 시설명, 시설장, 입소정원, 종사자정원, 종사자현원, 시설 도로명주소, 위도, 경도, 전화번호, 팩스번호, 데이터기준일로 구성되며, 고령자 복지와 관련 행정업무에 활용된다. 본 데이터는 요양시설, 노인공동생활가정 등 다양한 시설을 포함하며, 인원 수용 현황과 인력 배치, 위치 정보 등을 바탕으로 정책 수립과 수요 분석에 활용된다. 또한 지역 내 복지시설 분포, 자원 배분, 접근성 개선 등에도 기초자료로 사용되며, 재난 상황에서 취약계층 보호계획 수립에도 도움이 된다. 본 데이터는 정기적으로 갱신되며, 행정기관과 복지 관련 기관에 제공되는 공공정보이다.",-,-,-,무료,건 ,이용허락범위 제한 없음,-,-,-,4439,https://www.data.go.kr/data/15000808/fileData.do,N,N
15000814,FILE,경기도 성남시_여성복지시설현황,경기도 성남시_여성복지시설현황_20250612,사회복지 - 보육·가족및여성,3780000,경기도 성남시,정책기획과,`03115773100,-,-,연간,2026-06-12,텍스트,5,csv,"가정폭력상담소,성폭력상담소,성매매피해자,보호시설,여성폭력,여성복지",1433,2019-10-08,2025-06-12,-,공공데이터포털에서 다운로드(원문파일등록),"성남시는 여성의 권익 신장과 복지 증진을 위한 여성복지시설을 운영하고 있습니다. 이들 시설은 크게 여성 보호 및 자립 지원시설, 여성폭력 피해자 보호시설, 미혼모 및 한부모가정 지원시설로 분류됩니다.<br/>2020년대 기준으로 성남시에는 성폭력 및 가정폭력 피해 여성을 위한 쉼터와 상담소, 한부모가정과 미혼모를 위한 공동생활시설이 운영되고 있습니다.<br/>이들 시설은 여성의 주거·심리·법률·의료·직업지원 등 다면적 복지 서비스를 제공하며, 특히 위기 상황의 여성들이 일시적으로 안전하게 머물 수 있도록 긴급 보호체계도 함께 갖추고 있습니다. 일부 시설은 지역 내 NGO 또는 사회복지법인이 운영 주체로 참여하고 있으며, 경기도 및 성남시 보조금으로 운영비를 지원받습니다.",-,-,-,무료,건 ,이용허락범위 제한 없음,-,-,-,4152,https://www.data.go.kr/data/15000814/fileData.do,N,N
15000815,FILE,충청남도 서산시_음식점현황,충청남도 서산시_음식점현황_20260331,식품건강 - 식품의약안전,4530000,충청남도 서산시,정신보건위생과,`0416616537,-,-,연간,2027-04-01,텍스트,2770,csv,"음식점,음식,일반음식점,외식업정보,식품위생",2469,2015-04-02,2026-04-01,-,공공데이터포털에서 다운로드(원문파일등록),"이 데이터는 충청남도 서산시 관내에 등록된 음식점의 현황을 정리한 공공자료이다. 항목은 업소명, 소재지로 구성되어 있으며, 외식업체 분포 파악과 시민의 식당 선택에 도움을 주기 위해 제공된다. 업소명은 음식점의 정식 상호이고, 소재지는 도로명주소 또는 행정구역 기준의 위치 정보를 포함한다. 본 자료는 식품위생 관리, 상권 분석, 민원 응대, 관광 안내, 정책 수립, 공공포털 연계 등 다양한 행정 및 민간 분야에서 활용된다. 시민과 방문객이 지역 음식점을 쉽게 찾을 수 있도록 하여 정보 접근성과 행정 서비스 효율 향상에 기여한다.",-,-,-,무료,건 ,이용허락범위 제한 없음,-,-,-,4448,https://www.data.go.kr/data/15000815/fileData.do,N,N
15000817,FILE,경기도 성남시 차로별 도로현황,경기도 성남시 차로별 도로현황_20250605,교통물류 - 도로,3780000,경기도 성남시,정책기획과,`03115773100,-,-,연간,2026-06-05,텍스트,1354,csv,"포장도,차선,차로,차선수,도로정보",2033,2017-06-15,2025-06-05,-,공공데이터포털에서 다운로드(원문파일등록),"차로별 도로현황은 도로의 전체 구간을 차로 수(차선 수)에 따라 구분하여 구성된 도로 인프라의 현황을 말합니다. 이는 도로계획, 교통흐름 분석, 인프라 투자 우선순위 설정 등에 필수적인 기초자료입니다. 차로 수는 통상적으로 2차로, 4차로, 6차로 이상 등으로 구분되며, 도로의 폭원, 용량, 통행 속도, 교통사고 위험도 등과 밀접한 관련이 있습니다. 예를 들어, 2차로 도로는 교통량이 적은 지역이나 농촌지역에 많고, 6차로 이상은 도시 간 고속도로, 주요 간선도로 등에서 흔히 나타납니다. 이러한 차로별 구분은 도로 기능(주간선, 보조간선, 집산도로) 및 **도로유형(국도, 지방도, 시도 등)**과도 연계되어 분석됩니다.",-,-,-,무료,건 ,이용허락범위 제한 없음,-,-,-,5469,https://www.data.go.kr/data/15000817/fileData.do,N,N
